"2026年08月14日更新"
"変電所No","変電所名","一次 電圧（kV）","二次 電圧（kV）","台数","設備容量（100%×台数）","運用容量値（MW）","運用容量制約要因","予想潮流","当該設備 空容量（MW）","上位系等考慮 空容量（MW）","N-1電制適用可否","N-1電制適用可能量","平常時出力制御の可能性","当該設備 平常時出力制御の可能性がある設備","上位系設備 平常時出力制御の可能性がある設備","備　考"
"滋CX","高橋","22","6.6","1","2","2","熱容量","ー","2","2","不可 ＃２","－","ー","ー","ー","※１"
"滋CY","長谷野","22","6.6","1","2","2","熱容量","ー","1","0","不可 ＃２","－","ー","ー","ー","※１"
"滋CZ","布引","22","6.6","1","2","2","熱容量","ー","2","0","不可 ＃２","－","ー","ー","ー","※１"
"滋DA","横山","22","6.6","1","2","2","熱容量","ー","2","0","不可 ＃２","－","ー","ー","ー","※１"
"滋DB","桜川","22","6.6","1","2","2","熱容量","ー","0","0","不可 ＃２","－","ー","ー","ー","※１"
"滋DC","瓜生津","22","6.6","1","5","5","熱容量","ー","5","0","不可 ＃２","－","ー","ー","ー","※１"
"滋DD","日野北脇","22","6.6","1","5","5","熱容量","ー","3","0","不可 ＃２","－","ー","ー","ー","※１"
"滋DE","蒲生堂","22","6.6","1","2","2","熱容量","ー","0","0","不可 ＃２","－","ー","ー","ー","※１"
"滋DF","宮川","22","6.6","1","2","2","熱容量","ー","1","0","不可 ＃２","－","ー","ー","ー","※１"
"滋DG","奥の池","22","6.6","1","5","5","熱容量","ー","5","0","不可 ＃２","－","ー","ー","ー","※１"
"滋DH","今郷","22","6.6","1","2","2","熱容量","ー","0","0","不可 ＃２","－","ー","ー","ー","※１"
"滋DI","黒川","22","6.6","1","2","2","熱容量","ー","0","0","不可 ＃２","－","ー","ー","ー","※１"
"滋DK","田上","22","6.6","1","2","2","熱容量","ー","1","1","不可 ＃２","－","ー","ー","ー","※１"
"滋DL","堂","22","6.6","1","2","2","熱容量","ー","0","0","不可 ＃２","－","ー","ー","ー","※１"
"滋DM","大石","22","6.6","1","5","5","熱容量","ー","5","5","不可 ＃２","－","ー","ー","ー","※１"
"滋DN","ﾌﾛﾝﾃｨｱ","22","6.6","1","2","2","熱容量","ー","2","0","不可 ＃２","－","ー","ー","ー","※１"
"滋DO","柑子","22","6.6","1","2","2","熱容量","ー","2","0","不可 ＃２","－","ー","ー","ー","※１"
"滋DP","油日","22","6.6","1","2","2","熱容量","ー","0","0","不可 ＃２","－","ー","ー","ー","※１"
"滋DQ","下朝宮","22","6.6","1","2","2","熱容量","ー","1","0","不可 ＃２","－","ー","ー","ー","※１"
"滋DR","杉山","22","6.6","1","2","2","熱容量","ー","0","0","不可 ＃２","－","ー","ー","ー","※１"
"滋DS","朝宮","22","6.6","1","2","2","熱容量","ー","2","0","不可 ＃２","－","ー","ー","ー","※１"
"滋DT","杉尾","22","6.6","1","2","2","熱容量","ー","0","0","不可 ＃２","－","ー","ー","ー","※１"
"滋DU","池之脇","22","6.6","1","2","2","熱容量","ー","0","0","不可 ＃２","－","ー","ー","ー","※１"
"滋DV","甲南","22","6.6","1","2","2","熱容量","ー","1","0","不可 ＃２","－","ー","ー","ー","※１"
"滋DＷ","関津","22","6.6","1","5","5","熱容量","ー","5","5","不可 ＃２","－","ー","ー","ー","※１"
"滋DX","岡屋第一","22","6.6","1","5","5","熱容量","ー","5","0","不可 ＃２","－","ー","ー","ー","※１"
"滋DY","水口新城","22","6.6","1","5","5","熱容量","ー","1","0","不可 ＃２","－","ー","ー","ー","※１"
"滋DZ","栃生","33","6.6","1","2","2","熱容量","ー","1","0","不可 ＃２","－","ー","ー","ー","※１"
"滋ＥＡ","岡屋第二","22","6.6","1","5","5","熱容量","ー","3","0","不可 ＃２","－","ー","ー","ー","※１"
"滋ＥB","諸木","22","6.6","1","5","5","熱容量","ー","4","0","不可 ＃２","－","ー","ー","ー","※１"
"滋ＥC","赤子山","22","6.6","1","5","5","","ー","4","4","","－","","","",""
"滋ED","高時川","22","6.6","1","2","2","","ー","0","0","","－","","","",""
"和A","紀見","77","6.6","2","38","38","熱容量","－","7","7","不可 ＃２","－","ー","ー","ー","※１"
"和A","紀見","77","33","2","19","19","熱容量","-9","ー","ー","不可 ＃１","－","ー","ー","ー","※１"
"和B","橋本","77","6.6","2","28","28","熱容量","－","9","9","不可 ＃２","－","ー","ー","ー","※１"
"和B","橋本","77","33","1","14","14","熱容量","0","ー","ー","不可 ＃１","－","ー","ー","ー","※１"
"和C","高野口","77","6.6","2","33","33","熱容量","－","7","7","不可 ＃２","－","ー","ー","ー","※１"
"和C","高野口","77","33","2","28","15","熱容量","-1","ー","ー","不可 ＃１","－","ー","ー","ー","※１"
"和D","妙寺","77","6.6","2","28","28","熱容量","－","7","7","不可 ＃２","－","ー","ー","ー","※１"
"和E","笠田","77","6.6","2","19","19","熱容量","－","1","1","不可 ＃２","－","ー","ー","ー","※１"
"和E","笠田","77","33","1","14","14","熱容量","-1","ー","ー","不可 ＃１","－","ー","ー","ー","※１"
"和F","新粉河","77","6.6","2","19","19","熱容量","－","4","4","不可 ＃２","－","ー","ー","ー","※１"
"和F","新粉河","77","33","2","28","15","熱容量","-27","ー","ー","不可 ＃１","－","ー","ー","ー","※１"
"和G","粉河","33","6.6","2","11","11","熱容量","－","2","0","不可 ＃２","－","ー","ー","ー","※１"
"和H","打田","77","6.6","3","38","38","熱容量","－","3","3","不可 ＃２","－","ー","ー","ー","※１"
"和I","上岩出","77","6.6","2","38","38","熱容量","－","12","12","不可 ＃２","－","ー","ー","ー","※１"
"和J","岩出","77","6.6","2","19","19","熱容量","－","6","6","不可 ＃２","－","ー","ー","ー","※１"
"和K","貴志川","77","6.6","3","28","28","熱容量","－","2","2","不可 ＃２","－","ー","ー","ー","※１"
"和L","桃山","77","6.6","3","28","28","熱容量","－","5","5","不可 ＃２","－","ー","ー","ー","※１"
"和L","桃山","77","33","1","14","14","熱容量","-4","ー","ー","不可 ＃１","－","ー","ー","ー","※１"
"和N","加太","77","6.6","2","38","38","熱容量","－","15","0","不可 ＃２","－","ー","ー","ー","※１"
"和O","松江","77","6.6","2","38","38","熱容量","－","12","0","不可 ＃２","－","ー","ー","ー","※１"
"和P","梅原","77","6.6","2","33","33","熱容量","－","9","0","不可 ＃２","－","ー","ー","ー","※１"
"和Q","北島","77","6.6","2","38","38","熱容量","－","18","0","不可 ＃２","－","ー","ー","ー","※１"
"和Q","北島","77","22","3","57","57","熱容量","1","ー","ー","不可 ＃１","－","ー","ー","ー","※１"
"和R","有功","77","6.6","2","38","38","熱容量","－","14","0","不可 ＃２","－","ー","ー","ー","※１"
"和S","谷","77","6.6","2","38","38","熱容量","－","11","0","不可 ＃２","－","ー","ー","ー","※１"
"和T","布施屋","77","6.6","3","38","38","熱容量","－","7","7","不可 ＃２","－","ー","ー","ー","※１"
"和U","和歌山","77","6.6","2","38","38","熱容量","－","17","0","不可 ＃２","－","ー","ー","ー","※１"
"和U","和歌山","77","33","2","57","57","熱容量","-9","ー","ー","不可 ＃１","－","ー","ー","ー","※１"
"和V","貝柄町","77","6.6","3","57","57","熱容量","－","19","0","不可 ＃２","－","ー","ー","ー","※１"
"和W","宮","77","6.6","2","38","38","熱容量","－","18","0","不可 ＃２","－","ー","ー","ー","※１"
"和X","城北橋","77","6.6","2","38","38","熱容量","－","19","0","不可 ＃２","－","ー","ー","ー","※１"
"和X","城北橋","77","33","2","28","28","熱容量","2","ー","ー","不可 ＃１","－","ー","ー","ー","※１"
"和Z","湊","77","6.6","2","28","28","熱容量","－","14","0","不可 ＃２","－","ー","ー","ー","※１"
"和AA","手平","77","6.6","3","47","47","熱容量","－","9","0","不可 ＃２","－","ー","ー","ー","※１"
"和AB","堀止","77","6.6","2","38","38","熱容量","－","19","0","不可 ＃２","－","ー","ー","ー","※１"
"和AC","水軒","77","6.6","2","38","38","熱容量","－","17","0","不可 ＃２","－","ー","ー","ー","※１"
"和AD","塩屋","77","6.6","2","38","38","熱容量","－","19","0","不可 ＃２","－","ー","ー","ー","※１"
"和AD","塩屋","77","33","2","57","57","熱容量","0","ー","ー","不可 ＃１","－","ー","ー","ー","※１"
"和AE","神前","77","6.6","2","34","34","熱容量","－","15","0","不可 ＃２","－","ー","ー","ー","※１"
"和AF","岡崎","77","6.6","1","19","19","熱容量","－","10","10","不可 ＃２","－","ー","ー","ー","※１"
"和AG","紀三井寺","77","6.6","3","42","42","熱容量","－","3","0","不可 ＃２","－","ー","ー","ー","※１"
"和AH","海南","77","6.6","2","33","33","熱容量","－","14","0","不可 ＃２","－","ー","ー","ー","※１"
"和AH","海南","77","33","2","57","57","熱容量","-46","ー","ー","不可 ＃１","－","ー","ー","ー","※１"
"和AI","幡川","77","6.6","2","38","38","熱容量","－","14","0","不可 ＃２","－","ー","ー","ー","※１"
"和AJ","阪井","77","6.6","1","19","19","熱容量","－","4","0","不可 ＃２","－","ー","ー","ー","※１"
"和AJ","阪井","77","33","1","14","14","熱容量","-26","ー","ー","不可 ＃１","－","ー","ー","ー","※１"
"和AK","野上","33","6.6","2","11","11","熱容量","－","1","0","不可 ＃２","－","ー","ー","ー","※１"
"和AL","三田","33","6.6","1","5","5","熱容量","－","0","0","不可 ＃２","－","ー","ー","ー","※１"
"和AM","金屋","33","6.6","2","11","11","熱容量","－","0","0","不可 ＃２","－","ー","ー","ー","※１"
"和AN","下津","77","6.6","3","28","28","熱容量","－","5","0","不可 ＃２","－","ー","ー","ー","※１"
"和AO","箕島","77","6.6","2","33","33","熱容量","－","7","0","不可 ＃２","－","ー","ー","ー","※１"
"和AO","箕島","77","33","1","14","14","熱容量","-6","ー","ー","不可 ＃１","－","ー","ー","ー","※１"
"和AP","有田","77","6.6","2","28","28","熱容量","－","8","0","不可 ＃２","－","ー","ー","ー","※１"
"和AP","有田","77","33","1","14","14","熱容量","-3","ー","ー","不可 ＃１","－","ー","ー","ー","※１"
"和AQ","湯浅","77","6.6","3","38","38","熱容量","－","7","0","不可 ＃２","－","有","ー","対象","※１"
"和AR","広","77","6.6","2","17","17","熱容量","－","1","0","不可 ＃２","－","有","ー","対象","※１"
"和AS","由良","33","6.6","2","19","19","熱容量","－","7","0","不可 ＃２","－","有","ー","対象","※１"
"和AT","内原","77","6.6","2","38","38","熱容量","－","0","0","不可 ＃２","－","有","ー","対象","※１"
"和AT","内原","77","33","2","57","31","熱容量","-43","ー","ー","可","26","有","ー","対象","※３"
"和AU","島","77","6.6","3","57","57","熱容量","－","13","0","不可 ＃２","－","有","ー","対象","※１"
"和AV","高津尾2","33","6.6","2","11","11","熱容量","－","2","0","不可 ＃２","－","ー","ー","ー","※１"
"和AV","高津尾1","77","33","1","19","19","熱容量","-20","ー","ー","不可 ＃１","－","ー","ー","ー","※１"
"和AW","甲斐川","33","6.6","1","2","2","熱容量","－","2","0","不可 ＃２","－","ー","ー","ー","※１"
"和AX","印南町","77","6.6","2","19","19","熱容量","－","3","0","不可 ＃２","－","有","ー","対象","※１"
"和AY","南部","77","6.6","2","19","19","熱容量","－","6","0","不可 ＃２","－","有","ー","対象","※１"
"和AZ","芳養","77","6.6","2","28","28","熱容量","－","9","0","不可 ＃２","－","有","ー","対象","※１"
"和BA","田辺","77","6.6","3","46","46","熱容量","－","8","0","不可 ＃２","－","有","ー","対象","※１"
"和BB","新田辺","77","6.6","2","38","38","熱容量","－","17","0","不可 ＃２","－","有","ー","対象","※１"
"和BB","新田辺","77","33","2","85","85","熱容量","-46","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"和BC","滝内","77","6.6","1","9","9","熱容量","－","8","0","不可 ＃２","－","有","ー","対象","※１"
"和BC","滝内","77","33","1","14","14","熱容量","-14","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"和BD","白浜","77","6.6","2","19","19","熱容量","－","4","0","不可 ＃２","－","有","ー","対象","※１"
"和BE","湯崎","77","6.6","2","38","38","熱容量","－","17","0","不可 ＃２","－","有","ー","対象","※１"
"和BF","殿山","33","6.6","2","11","11","熱容量","－","5","0","不可 ＃２","－","有","ー","対象","※１"
"和BG","周参見","33","6.6","2","11","11","熱容量","－","0","0","不可 ＃２","－","有","ー","対象","※１"
"和BH","串本","77","6.6","2","38","38","熱容量","－","16","0","不可 ＃２","－","有","ー","対象","※１"
"和BH","串本","77","33","2","28","28","熱容量","-4","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"和BI","西向","77","6.6","2","19","19","熱容量","－","7","0","不可 ＃２","－","有","ー","対象","※１"
"和BI","西向","77","33","1","28","28","熱容量","-7","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"和BJ","太地","77","6.6","2","19","19","熱容量","－","9","0","不可 ＃２","－","有","ー","対象","※１"
"和BK","勝浦","77","6.6","2","19","19","熱容量","－","6","0","不可 ＃２","－","有","ー","対象","※１"
"和BK","勝浦","77","33","2","42","15","熱容量","0","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"和BL","三輪崎","77","6.6","2","19","19","熱容量","－","7","0","不可 ＃２","－","有","ー","対象","※１"
"和BM","新宮","77","6.6","2","38","38","熱容量","－","18","0","不可 ＃２","－","有","ー","対象","※１"
"和BM","新宮","77","33","2","85","47","熱容量","-20","ー","ー","可","38","有","ー","対象","※３"
"和BN","宮井","33","6.6","2","11","11","熱容量","－","2","0","不可 ＃２","－","有","ー","対象","※１"
"和BO","木本","33","6.6","2","19","19","熱容量","－","9","0","不可 ＃２","－","有","ー","対象","※１"
"和BP","久生屋","33","6.6","2","19","19","熱容量","－","3","0","不可 ＃２","－","有","ー","対象","※１"
"和BQ","阿田和","33","6.6","2","11","11","熱容量","－","2","0","不可 ＃２","－","有","ー","対象","※１"
"和BS","彩の台","33","6.6","1","5","5","熱容量","ー","3","3","不可 ＃２","－","ー","ー","ー","※１"
"和BT","九度山","33","6.6","1","2","2","熱容量","ー","2","2","不可 ＃２","－","ー","ー","ー","※１"
"和BU","南馬場","33","6.6","1","2","2","熱容量","ー","2","2","不可 ＃２","－","ー","ー","ー","※１"
"和BV","三谷","33","6.6","1","2","2","熱容量","ー","1","1","不可 ＃２","－","ー","ー","ー","※１"
"和BW","寺尾","33","6.6","1","2","2","熱容量","ー","2","2","不可 ＃２","－","ー","ー","ー","※１"
"和BX","渋田","33","6.6","1","5","5","熱容量","ー","5","1","不可 ＃２","－","ー","ー","ー","※１"
"和BY","杉原","33","6.6","1","5","5","熱容量","ー","5","0","不可 ＃２","－","ー","ー","ー","※１"
"和BZ","弁天岳","33","6.6","1","2","2","熱容量","ー","2","2","不可 ＃２","－","ー","ー","ー","※１"
"和CA","新城","33","6.6","1","2","2","熱容量","ー","1","1","不可 ＃２","－","ー","ー","ー","※１"
"和CB","長谷","33","6.6","1","2","2","熱容量","ー","2","0","不可 ＃２","－","ー","ー","ー","※１"
"和CC","マリーナシティ１号","33","6.6","1","2","2","熱容量","ー","2","0","不可 ＃２","－","ー","ー","ー","※１"
"和CD","マリーナシティ２号","33","6.6","1","2","2","熱容量","ー","2","0","不可 ＃２","－","ー","ー","ー","※１"
"和CE","福田","33","6.6","1","2","2","熱容量","ー","0","0","不可 ＃２","－","ー","ー","ー","※１"
"和CF","毛原","33","6.6","1","2","2","熱容量","ー","2","0","不可 ＃２","－","ー","ー","ー","※１"
"和CG","市場","33","6.6","1","2","2","熱容量","ー","2","0","不可 ＃２","－","ー","ー","ー","※１"
"和CH","花園","33","6.6","1","2","2","熱容量","ー","2","2","不可 ＃２","－","ー","ー","ー","※１"
"和CJ","千津川","33","6.6","1","2","2","熱容量","ー","1","0","不可 ＃２","－","ー","ー","ー","※１"
"和CK","竜神","33","6.6","1","2","2","熱容量","ー","2","0","不可 ＃２","－","ー","ー","ー","※１"
"和CL","白河","33","6.6","1","5","5","熱容量","ー","1","0","不可 ＃２","－","ー","ー","ー","※１"
"和CM","尾の崎","33","6.6","1","5","5","熱容量","ー","4","0","不可 ＃２","－","ー","ー","ー","※１"
"和CN","軽井川","33","6.6","1","2","2","熱容量","ー","1","0","不可 ＃２","－","ー","ー","ー","※１"
"和CO","湯の峰","33","6.6","1","2","2","熱容量","ー","2","0","不可 ＃２","－","ー","ー","ー","※１"
"和CP","本宮","33","6.6","1","2","2","熱容量","ー","2","0","不可 ＃２","－","ー","ー","ー","※１"
"和CQ","柿平","33","6.6","1","2","2","熱容量","ー","0","0","不可 ＃２","－","ー","ー","ー","※１"
"和CR","栗栖川","33","6.6","1","2","2","熱容量","ー","0","0","不可 ＃２","－","ー","ー","ー","※１"
"和CS","吉田","33","6.6","1","5","5","熱容量","ー","3","0","不可 ＃２","－","ー","ー","ー","※１"
"和CT","鮎川","33","6.6","1","2","2","熱容量","ー","0","0","不可 ＃２","－","ー","ー","ー","※１"
"和CU","救馬谷","33","6.6","1","5","5","熱容量","ー","2","0","不可 ＃２","－","ー","ー","ー","※１"
"和CV","生馬","33","6.6","1","2","2","熱容量","ー","1","0","不可 ＃２","－","ー","ー","ー","※１"
"和CW","富田","33","6.6","1","5","5","熱容量","ー","5","0","不可 ＃２","－","ー","ー","ー","※１"
"和CX","椿","33","6.6","1","5","5","熱容量","ー","5","0","不可 ＃２","－","ー","ー","ー","※１"
"和CY","高野山","33","6.6","1","2","2","熱容量","ー","2","2","不可 ＃２","－","ー","ー","ー","※１"
"和CZ","甫子浦","33","6.6","1","5","5","熱容量","ー","5","0","不可 ＃２","－","ー","ー","ー","※１"
"和DA","日置川","33","6.6","1","5","5","熱容量","ー","5","0","不可 ＃２","－","ー","ー","ー","※１"
"和DB","江住","33","6.6","1","2","2","熱容量","ー","1","0","不可 ＃２","－","ー","ー","ー","※１"
"和DC","和深","33","6.6","1","2","2","熱容量","ー","0","0","不可 ＃２","－","ー","ー","ー","※１"
"和DD","田並","33","6.6","1","2","2","熱容量","ー","1","0","不可 ＃２","－","ー","ー","ー","※１"
"和DE","桃崎","33","6.6","1","2","2","熱容量","ー","1","0","不可 ＃２","－","ー","ー","ー","※１"
"和DF","小坂","33","6.6","1","2","2","熱容量","ー","1","0","不可 ＃２","－","ー","ー","ー","※１"
"和DG","矢の川","33","6.6","1","2","2","熱容量","ー","0","0","不可 ＃２","－","ー","ー","ー","※１"
"姫A","浜坂","33","6.6","2","19","19","熱容量","－","9","0","不可 ＃２","－","有","ー","対象","※１"
"姫B","香住","77","6.6","2","38","38","熱容量","－","18","0","不可 ＃２","－","有","ー","対象","※１"
"姫C","城崎","33","6.6","2","19","19","熱容量","－","9","9","不可 ＃２","－","有","ー","対象","※１"
"姫D","竹野","33","6.6","1","2","2","熱容量","－","0","0","不可 ＃２","－","有","ー","対象","※１"
"姫E","温泉","77","6.6","2","19","19","熱容量","－","9","0","不可 ＃２","－","有","ー","対象","※１"
"姫E","温泉","77","33","2","57","31","熱容量","-9","ー","ー","可","26","有","ー","対象","※３"
"姫G","九日市","77","6.6","2","38","38","熱容量","－","19","0","不可 ＃２","－","有","ー","対象","※１"
"姫H","小代","33","6.6","2","11","11","熱容量","－","4","0","不可 ＃２","－","有","ー","対象","※１"
"姫I","国府","77","6.6","2","38","38","熱容量","－","16","0","不可 ＃２","－","有","ー","対象","※１"
"姫I","国府","77","33","1","28","28","熱容量","-15","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"姫J","出石","77","6.6","2","19","19","熱容量","－","3","0","不可 ＃２","－","有","ー","対象","※１"
"姫K","但東","77","6.6","2","19","19","熱容量","－","4","4","不可 ＃２","－","有","ー","対象","※１"
"姫L","八鹿","33","6.6","2","19","19","熱容量","－","9","0","不可 ＃２","－","有","ー","対象","※１"
"姫M","中瀬","33","6.6","2","15","15","熱容量","－","5","5","不可 ＃２","－","有","ー","対象","※１"
"姫N","養父","77","6.6","2","19","19","熱容量","－","6","0","不可 ＃２","－","有","ー","対象","※１"
"姫N","養父","77","33","2","57","31","熱容量","2","ー","ー","可","26","有","ー","対象","※３"
"姫O","大屋","33","6.6","2","11","11","熱容量","－","3","3","不可 ＃２","－","有","ー","対象","※１"
"姫P","和田山","77","6.6","2","38","38","熱容量","－","15","0","不可 ＃２","－","有","ー","対象","※１"
"姫Q","竹田","77","6.6","2","18","18","熱容量","－","6","0","不可 ＃２","－","有","ー","対象","※１"
"姫R","生野","77","6.6","2","19","19","熱容量","－","3","0","不可 ＃２","－","有","ー","対象","※１"
"姫R","生野","77","33","1","14","14","熱容量","-5","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"姫S","加美町","77","6.6","2","32","32","熱容量","－","9","0","不可 ＃２","－","有","ー","対象","※１"
"姫S","加美町","77","33","1","9","9","熱容量","-4","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"姫T","中町","77","6.6","2","19","19","熱容量","－","5","0","不可 ＃２","－","有","ー","対象","※１"
"姫U","鶴居","77","6.6","2","32","32","熱容量","－","5","0","不可 ＃２","－","有","ー","対象","※１"
"姫U","鶴居","77","33","2","57","57","熱容量","-3","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"姫V","佐用","77","6.6","2","27","27","熱容量","－","0","0","不可 ＃２","－","有","ー","対象","※１"
"姫W","山崎","77","6.6","3","57","57","熱容量","－","7","7","不可 ＃２","－","有","ー","対象","※１"
"姫W","山崎","77","33","2","57","31","熱容量","-36","ー","ー","可","21","有","ー","対象","※３"
"姫X","黒田庄","77","6.6","2","27","27","熱容量","－","3","0","不可 ＃２","－","有","ー","対象","※１"
"姫Y","大野","77","6.6","2","19","19","熱容量","－","1","0","不可 ＃２","－","有","ー","対象","※１"
"姫Z","上月","77","6.6","2","19","19","熱容量","－","4","4","不可 ＃２","－","有","ー","対象","※１"
"姫Z","上月","77","33","1","28","28","熱容量","-26","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"姫AA","テクノポリス","77","6.6","2","38","38","熱容量","－","9","9","不可 ＃２","－","有","ー","対象","※１"
"姫AA","テクノポリス","77","33","1","28","28","熱容量","-18","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"姫AB","福崎","77","6.6","2","38","38","熱容量","－","10","0","不可 ＃２","－","有","ー","対象","※１"
"姫AC","西脇","77","6.6","2","38","38","熱容量","－","7","0","不可 ＃２","－","有","ー","対象","※１"
"姫AC","西脇","77","33","1","14","14","熱容量","-6","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"姫AD","揖保","77","6.6","2","19","19","熱容量","－","2","2","不可 ＃２","－","有","ー","対象","※１"
"姫AE","玉野","77","6.6","3","38","38","熱容量","－","0","0","不可 ＃２","－","有","ー","対象","※１"
"姫AF","滝野","77","6.6","3","57","57","熱容量","－","0","0","不可 ＃２","－","有","ー","対象","※１"
"姫AF","滝野","77","33","2","47","47","熱容量","1","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"姫AG","北条","77","6.6","2","38","38","熱容量","－","4","0","不可 ＃２","－","有","ー","対象","※１"
"姫AG","北条","77","33","2","28","15","熱容量","-1","ー","ー","可","13","有","ー","対象","※３"
"姫AH","西滝野","77","6.6","3","57","57","熱容量","－","0","0","不可 ＃２","－","有","ー","対象","※１"
"姫AH","西滝野","77","33","2","57","57","熱容量","-13","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"姫AI","社","77","6.6","2","38","38","熱容量","－","2","0","不可 ＃２","－","有","ー","対象","※１"
"姫AI","社","77","22","2","28","28","熱容量","-6","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"姫AJ","南山","77","6.6","2","38","38","熱容量","－","11","0","不可 ＃２","－","有","ー","対象","※１"
"姫AJ","南山","77","22","1","28","28","熱容量","-28","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"姫AK","上郡","77","6.6","2","38","38","熱容量","－","2","2","不可 ＃２","－","有","ー","対象","※１"
"姫AL","神岡","77","6.6","2","38","38","熱容量","－","3","3","不可 ＃２","－","有","ー","対象","※１"
"姫AM","久保木","77","6.6","2","28","28","熱容量","－","0","0","不可 ＃２","－","有","ー","対象","※１"
"姫AN","龍野","77","6.6","3","57","57","熱容量","－","15","15","不可 ＃２","－","有","ー","対象","※１"
"姫AN","龍野","77","33","2","57","57","熱容量","-10","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"姫AO","小野","77","6.6","2","34","34","熱容量","－","12","0","不可 ＃２","－","有","ー","対象","※１"
"姫AP","有年","77","6.6","2","19","19","熱容量","－","2","2","不可 ＃２","－","有","ー","対象","※１"
"姫AP","有年","77","33","1","28","28","熱容量","-18","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"姫AQ","那波","77","6.6","3","38","38","熱容量","－","2","2","不可 ＃２","－","有","ー","対象","※１"
"姫AR","栄","77","6.6","2","36","36","熱容量","－","13","13","不可 ＃２","－","有","ー","対象","※１"
"姫AS","匠台","77","6.6","2","38","38","熱容量","－","7","0","不可 ＃２","－","有","ー","対象","※１"
"姫AS","匠台","77","33","2","57","57","熱容量","-8","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"姫AT","三木","77","6.6","3","47","47","熱容量","－","0","0","不可 ＃２","－","有","ー","対象","※１"
"姫AU","福井","77","6.6","1","19","19","熱容量","－","13","0","不可 ＃２","－","有","ー","対象","※１"
"姫AV","西赤穂","77","6.6","2","38","38","熱容量","－","9","0","不可 ＃２","－","有","ー","対象","※１"
"姫AV","西赤穂","77","33","2","57","57","熱容量","-29","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"姫AW","赤穂","77","6.6","2","38","38","熱容量","－","17","0","不可 ＃２","－","有","ー","対象","※１"
"姫AW","赤穂","77","33","1","28","28","熱容量","-1","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"姫AX","新舞子","33","6.6","2","11","11","熱容量","－","2","0","不可 ＃２","－","有","ー","対象","※１"
"姫AY","浜田","77","6.6","2","36","36","熱容量","－","15","0","不可 ＃２","－","有","ー","対象","※１"
"姫AY","浜田","77","33","2","57","31","熱容量","-3","ー","ー","可","26","有","ー","対象","※３"
"姫AZ","別所","77","6.6","2","38","38","熱容量","－","0","0","不可 ＃２","－","有","ー","対象","※１"
"姫AZ","別所","77","33","2","28","28","熱容量","0","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"姫BA","志染","77","6.6","3","57","57","熱容量","－","9","0","不可 ＃２","－","有","ー","対象","※１"
"姫BA","志染","77","22","2","28","15","熱容量","-9","ー","ー","可","13","有","ー","対象","※３"
"姫BB","相生","77","6.6","2","38","38","熱容量","－","12","12","不可 ＃２","－","有","ー","対象","※１"
"姫BB","相生","77","33","2","28","15","熱容量","-5","ー","ー","可","13","有","ー","対象","※３"
"姫BC","前之庄","33","6.6","2","19","19","熱容量","－","5","0","不可 ＃２","－","有","ー","対象","※１"
"姫BD","溝口","77","6.6","2","38","38","熱容量","－","12","0","不可 ＃２","－","有","ー","対象","※１"
"姫BD","溝口","77","33","2","57","57","熱容量","-2","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"姫BE","豊富","77","6.6","2","28","28","熱容量","－","8","0","不可 ＃２","－","有","ー","対象","※１"
"姫BE","豊富","77","33","1","28","28","熱容量","-8","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"姫BF","書写","77","6.6","2","38","38","熱容量","－","13","0","不可 ＃２","－","有","ー","対象","※１"
"姫BG","城北","77","6.6","2","38","38","熱容量","－","19","0","不可 ＃２","－","有","ー","対象","※１"
"姫BH","青山","77","6.6","2","38","38","熱容量","－","18","0","不可 ＃２","－","有","ー","対象","※１"
"姫BI","伊伝居","77","6.6","2","38","38","熱容量","－","18","0","不可 ＃２","－","有","ー","対象","※１"
"姫BJ","鵤","77","6.6","2","32","32","熱容量","－","9","9","不可 ＃２","－","有","ー","対象","※１"
"姫BK","城西","77","6.6","3","57","57","熱容量","－","18","0","不可 ＃２","－","有","ー","対象","※１"
"姫BK","城西","77","33","1","28","28","熱容量","1","ー","ー","不可 ＃１","－","有","ー","対象","※１"
